run_id,wind_speed,payout_duration,field_imu,damping_mode,active_winch,payout_base_m,mppt_stall,lifter_elev_deg,duration_s,d_tau_gen_rms,d_omega_rms,T_min,T_mean,T_std,slack_events,brake_time,brake_engaged,omega_hub_final,omega_gnd_final,time_to_omega1,max_payout_reached,peak_tau_gen,min_tension_before_brake,T_cyan_min,twist_max,fos_buckling_min,is_disqualified,disqualification_reason,smoothness_raw,tension_raw,composite_score
62,11.0,15.0,1,2,1,25.0,0,85.0,30.0,38684.24705099127,5.323051049419927,0.0,4712.434408820223,8532.297374099016,1500,NaN,0,3.078238262409627,-0.40577800210560927,NaN,10.217309719259648,22897.396968002893,53.692988858849546,0.0,1.2203857233925817,0.022176817671266426,1,slack_sky_anchor,38686.908576515976,-300000.0,-99999.0
63,11.0,15.0,1,2,1,25.0,1,70.0,30.0,5385.272969550439,0.6642758442896389,0.0,2459.3380121452633,2673.0918082297358,1500,NaN,0,9.39437004754038,9.39421339956486,NaN,2.046760317744523,3571.6174806140125,1594.1753045439916,954.9030385813672,0.6849574440369253,0.1474364899168416,1,ring_buckling,5385.605107472584,-300000.0,-99999.0
64,11.0,15.0,1,2,1,25.0,1,85.0,30.0,39072.186743648264,4.172271460226529,0.0,4933.172650183093,8529.416756428858,1500,NaN,0,11.82063199185839,-0.313335669627579,NaN,7.508026538578732,22897.396968002893,477.197451220321,0.0,1.2904994004821901,0.022176817671266426,1,slack_sky_anchor,39074.272879378375,-300000.0,-99999.0
65,20.0,15.0,0,0,0,15.0,0,70.0,30.0,13551.617265464089,3.1777499194798215,0.0,5868.942351737963,4317.745333271791,1500,NaN,0,18.022941230067403,18.02781152672211,NaN,14.999999999997222,12426.711532509004,4715.851127256766,1211.4689372348942,0.5912354912027524,0.07012364330993513,1,ring_buckling,13553.206140423828,-300000.0,-99999.0
66,20.0,15.0,0,0,0,15.0,0,85.0,30.0,16500.670513905443,1.3694063426030478,0.0,4040.3471771623053,5569.206907601335,1500,NaN,0,19.70706453014977,19.535840260651334,NaN,14.999999999997222,14521.421135167842,0.0,0.0,0.7166615694227119,0.04744556674104705,1,slack_sky_anchor,16501.355217076743,-300000.0,-99999.0
67,20.0,15.0,0,0,0,15.0,1,70.0,30.0,41005.11500990361,3.1017962102406966,0.0,645.6760207066369,2737.307065723186,1500,NaN,0,17.919096591951583,17.91150668884776,NaN,14.999999999997222,31377.039408080094,0.0,1211.4689372348942,0.5926058832663443,0.06735381621421284,1,ring_buckling,41006.66590800873,-300000.0,-99999.0
68,20.0,15.0,0,0,0,15.0,1,85.0,30.0,106076.97040433514,1.3876733800996577,0.0,4819.1258032192745,6511.384830210722,1500,NaN,0,19.599547466281656,19.63126321239143,NaN,14.999999999997222,77656.1057981874,0.0,0.0,0.850314946919525,0.038822727669892976,1,slack_sky_anchor,106077.66424102518,-300000.0,-99999.0
69,20.0,15.0,0,0,0,25.0,0,70.0,30.0,14649.932046867152,3.36671126194206,0.0,525.0712482993013,3119.7188730117027,1500,NaN,0,18.031563331486044,18.020868560232465,NaN,24.999999999994444,13143.912599560332,0.0,1211.4689372348942,0.6236138399727764,0.05044982606165499,1,ring_buckling,14651.615402498122,-300000.0,-99999.0
70,20.0,15.0,0,0,0,25.0,0,85.0,30.0,16328.766167712647,1.4063066486490685,0.0,4835.027219373199,6331.374152651345,1500,NaN,0,19.772256779699596,19.897105175451223,NaN,24.999999999994444,16931.650967646478,0.0,0.0,0.690413497386885,0.03549427727947971,1,slack_sky_anchor,16329.469321036971,-300000.0,-99999.0
71,20.0,15.0,0,0,0,25.0,1,70.0,30.0,28386.00081489447,3.265686919402204,0.0,577.9041541522547,3149.5920919359914,1500,NaN,0,18.003297466598617,17.987337931245712,NaN,24.999999999994444,39060.2804333377,0.0,1211.4689372348942,0.6236138399727764,0.05044982606165499,1,ring_buckling,28387.63365835417,-300000.0,-99999.0
