island,iteration,mass_kg,phase
40,4234,44.523,
40,4267,44.523,
40,4300,44.523,
40,4333,44.523,
40,4366,44.523,
40,4399,44.523,
40,4432,44.523,
40,4465,44.523,
40,4498,44.523,
40,4531,44.523,
40,4564,44.523,
40,4597,44.523,
40,4630,44.523,
40,4663,44.523,
40,4696,44.523,
40,4729,44.523,
40,4762,44.523,
40,4795,44.523,
40,4828,44.523,
40,4861,44.523,
40,4894,44.523,
40,4927,44.523,
40,4960,44.523,
40,4993,44.523,
40,5026,44.523,
40,5059,44.523,
40,5092,44.523,
40,5125,44.523,
40,5158,44.523,
40,5191,44.523,
40,5224,44.523,
40,5257,44.523,
40,5290,44.523,
40,5323,48.589,
40,5356,48.589,
40,5389,48.589,
40,5422,48.589,
40,5455,48.589,
40,5488,48.589,
40,5521,47.755,
40,5554,47.755,
40,5587,47.755,
40,5620,47.58,
40,5653,47.58,
40,5686,47.58,
40,5719,47.008,
40,5752,47.008,
40,5785,47.008,
40,5818,46.286,
40,5851,45.885,
40,5884,45.885,
40,5917,45.831,
40,5950,45.531,
40,5983,45.531,
40,6016,45.087,
40,6049,45.087,
40,6082,45.087,
40,6115,45.087,
40,6148,45.087,
40,6181,45.087,
40,6214,45.087,
40,6247,44.966,
40,6280,44.903,
40,6313,44.877,
40,6346,44.852,
40,6379,44.8,
40,6412,44.796,
40,6445,44.796,
40,6478,44.753,
40,6511,44.753,
40,6544,44.753,
40,6577,44.753,
40,6610,44.751,
40,6643,44.751,
40,6676,44.745,
40,6709,44.739,
40,6742,44.737,
40,6775,44.732,
40,6808,44.732,
40,6841,44.726,
40,6874,44.726,
40,6907,44.726,
40,6940,44.722,
40,6973,44.722,
40,7006,44.722,
40,7039,44.721,
40,7072,44.719,
40,7105,44.718,
40,7138,44.717,
40,7171,44.716,
40,7204,44.716,
40,7237,44.715,
40,7270,44.715,
40,7303,44.715,
40,7336,44.715,
40,7369,44.715,
40,7402,44.715,
40,7435,44.715,
40,7468,44.715,
40,7501,44.715,
40,7534,44.715,
40,7567,44.715,
40,7600,44.715,
40,7633,44.715,
40,7666,44.715,
40,7699,44.714,
40,7732,44.714,
40,7765,44.714,
40,7798,44.714,
40,7831,44.714,
40,7864,44.714,
40,7897,44.714,
40,7930,44.714,
40,7963,44.714,
40,7996,44.714,
40,8029,44.714,
40,8062,44.714,
40,8095,44.714,
40,8128,44.714,
40,8161,44.714,
40,8194,44.714,
40,8227,44.714,
40,8260,44.714,
40,8293,44.714,
40,8326,44.714,
40,8359,44.714,
40,8392,44.714,
40,8425,44.714,
40,8458,44.714,
40,8491,44.714,
40,8524,44.714,
40,8557,44.714,
40,8590,44.714,
40,8623,44.714,
40,8656,44.714,
40,8689,44.714,
40,8722,44.714,
40,8755,44.714,
40,8788,44.714,
40,8821,44.714,
40,8854,44.714,
40,8887,44.714,
40,8920,44.714,
40,8953,44.714,
40,8986,44.714,
40,9019,44.714,
40,9052,44.714,
40,9085,44.714,
40,9118,44.714,
40,9151,44.714,
40,9184,44.714,
40,9217,44.714,
40,9250,44.714,
40,9283,44.714,
40,9316,44.714,
40,9349,44.714,
40,9382,44.714,
40,9415,44.714,
40,9448,44.714,
40,9481,44.714,
40,9514,44.714,
40,9547,44.714,
40,9580,44.714,
40,9613,44.714,
40,9646,44.714,
40,9679,44.714,
40,9712,44.714,
40,9745,44.714,
40,9778,44.714,
40,9811,44.714,
40,9844,44.714,
40,9877,44.714,
40,9916,87.865,
40,9949,73.344,
40,9982,70.195,
52,42,76.973,
52,75,68.776,
52,108,54.67,
52,141,53.115,
52,174,48.978,
52,207,48.978,
52,240,48.978,
52,273,48.556,
52,306,47.893,
52,339,47.893,
52,372,47.363,
52,405,47.361,
52,438,46.789,
52,471,46.351,
52,504,45.874,
52,537,45.733,
52,570,45.733,
52,603,45.733,
52,636,45.552,
52,669,45.552,
52,702,45.552,
52,735,45.218,
52,768,44.733,
52,801,44.733,
52,834,44.733,
52,867,44.733,
52,900,44.733,
52,933,44.733,
52,966,44.733,
52,999,44.733,
52,1032,44.733,
52,1065,44.733,
52,1098,44.733,
52,1131,44.733,
52,1164,44.733,
52,1197,44.733,
52,1230,44.733,
52,1263,44.733,
52,1296,44.733,
52,1329,44.733,
52,1362,44.733,
52,1395,44.733,
52,1428,44.733,
52,1461,44.733,
52,1494,44.733,
52,1527,44.721,
52,1560,44.721,
52,1593,44.721,
52,1626,44.721,
52,1659,44.721,
52,1692,44.721,
52,1725,44.702,
52,1758,44.655,
52,1791,44.647,
52,1824,44.64,
52,1857,44.586,
52,1890,44.576,
52,1923,44.576,
52,1956,44.559,
52,1989,44.556,
52,2022,44.548,
52,2055,44.543,
52,2088,44.543,
52,2121,44.536,
52,2154,44.536,
52,2187,44.536,
52,2220,44.532,
52,2253,44.531,
52,2286,44.53,
52,2319,44.527,
52,2352,44.526,
52,2385,44.526,
52,2418,44.526,
52,2451,44.526,
52,2484,44.524,
52,2517,44.524,
52,2550,44.524,
52,2583,44.524,
52,2616,44.524,
52,2649,44.524,
52,2682,44.524,
52,2715,44.524,
52,2748,44.524,
52,2781,44.524,
52,2814,44.524,
52,2847,44.523,
52,2880,44.523,
52,2913,44.523,
52,2946,44.523,
52,2979,44.523,
52,3012,44.523,
52,3045,44.523,
52,3078,44.523,
52,3111,44.523,
52,3144,44.523,
52,3177,44.523,
52,3210,44.523,
52,3243,44.523,
52,3276,44.523,
52,3309,44.523,
52,3342,44.523,
52,3375,44.523,
52,3408,44.523,
52,3441,44.523,
52,3474,44.523,
52,3507,44.523,
52,3540,44.523,
52,3573,44.523,
52,3606,44.523,
52,3639,44.523,
52,3672,44.523,
52,3705,44.523,
52,3738,44.523,
52,3771,44.523,
52,3804,44.523,
52,3837,44.523,
52,3870,44.523,
52,3903,44.523,
52,3936,44.523,
52,3969,44.523,
52,4002,44.523,
52,4035,44.523,
52,4068,44.523,
52,4101,44.523,
52,4134,44.523,
52,4167,44.523,
52,4200,44.523,
52,4233,44.523,
52,4266,44.523,
52,4299,44.523,
52,4332,44.523,
52,4365,44.523,
52,4398,44.523,
52,4431,44.523,
52,4464,44.523,
52,4497,44.523,
52,4530,44.523,
52,4563,44.523,
52,4596,44.523,
52,4629,44.523,
52,4662,44.523,
52,4695,44.523,
52,4728,44.523,
52,4761,44.523,
52,4794,44.523,
52,4827,44.523,
52,4860,44.523,
52,4893,44.523,
52,4926,44.523,
52,4959,44.523,
52,4992,44.523,
52,5058,78.325,
52,5091,58.025,
52,5124,54.406,
52,5157,51.196,
52,5190,50.083,
52,5223,49.731,
52,5256,48.942,
52,5289,48.942,
52,5322,48.738,
52,5355,48.649,
52,5388,47.156,
52,5421,46.52,
52,5454,46.45,
52,5487,46.45,
52,5520,46.45,
52,5553,46.308,
52,5586,46.103,
52,5619,45.891,
52,5652,45.27,
52,5685,45.27,
52,5718,45.27,
52,5751,45.27,
52,5784,45.27,
52,5817,45.27,
52,5850,45.27,
52,5883,45.151,
52,5916,45.105,
52,5949,45.081,
52,5982,45.081,
52,6015,44.987,
52,6048,44.858,
52,6081,44.858,
52,6114,44.786,
52,6147,44.753,
52,6180,44.728,
52,6213,44.628,
52,6246,44.572,
52,6279,44.572,
52,6312,44.572,
52,6345,44.572,
52,6378,44.572,
52,6411,44.567,
52,6444,44.556,
52,6477,44.55,
52,6510,44.541,
52,6543,44.541,
52,6576,44.535,
52,6609,44.534,
52,6642,44.531,
52,6675,44.528,
52,6708,44.528,
52,6741,44.528,
52,6774,44.527,
52,6807,44.527,
52,6840,44.527,
52,6873,44.526,
52,6906,44.525,
52,6939,44.525,
52,6972,44.525,
52,7005,44.525,
52,7038,44.525,
52,7071,44.524,
52,7104,44.524,
52,7137,44.523,
52,7170,44.523,
52,7203,44.523,
52,7236,44.523,
52,7269,44.523,
52,7302,44.523,
52,7335,44.523,
52,7368,44.523,
52,7401,44.523,
52,7434,44.523,
52,7467,44.523,
52,7500,44.523,
52,7533,44.523,
52,7566,44.523,
52,7599,44.523,
52,7632,44.523,
52,7665,44.523,
52,7698,44.523,
52,7731,44.523,
52,7764,44.523,
52,7797,44.523,
52,7830,44.523,
52,7863,44.523,
52,7896,44.523,
52,7929,44.523,
52,7962,44.523,
52,7995,44.523,
52,8028,44.523,
52,8061,44.523,
52,8094,44.523,
52,8127,44.523,
52,8160,44.523,
52,8193,44.523,
52,8226,44.523,
52,8259,44.523,
52,8292,44.523,
52,8325,44.523,
52,8358,44.523,
52,8391,44.523,
52,8424,44.523,
52,8457,44.523,
52,8490,44.523,
52,8523,44.523,
52,8556,44.523,
52,8589,44.523,
52,8622,44.523,
52,8655,44.523,
52,8688,44.523,
52,8721,44.523,
52,8754,44.523,
52,8787,44.523,
52,8820,44.523,
52,8853,44.523,
52,8886,44.523,
52,8919,44.523,
52,8952,44.523,
52,8985,44.523,
52,9018,44.523,
52,9051,44.523,
52,9084,44.523,
52,9117,44.523,
52,9150,44.523,
52,9183,44.523,
52,9216,44.523,
52,9249,44.523,
52,9282,44.523,
52,9315,44.523,
52,9348,44.523,
52,9381,44.523,
52,9414,44.523,
52,9447,44.523,
52,9480,44.523,
52,9513,44.523,
52,9546,44.523,
52,9579,44.523,
52,9612,44.523,
52,9645,44.523,
52,9678,44.523,
52,9711,44.523,
52,9744,44.523,
52,9777,44.523,
52,9810,44.523,
52,9843,44.523,
52,9876,44.523,
52,9909,44.523,
52,9942,44.523,
52,9975,44.523,
