# v13_5kw_masslift telemetry  length=25.0  window=20.0  min_clearance=1.5  lift=mass-aware-const-tension  margin=1.5  era=post-428f491_mass-aware-const-tension_ON  git=unknown
island,gen,idx,fitness,status,P_mean,P_end,T_lift,FoS,twist_crossed,clearance,n_lines,rings,n_active,r_hub,r_bot,bank_top,bank_bot,lam_top,lam_bot,tether,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
1,4,2,1.0e9,reject,0.0,0.0,0.0,Inf,false,2.71,16,5,2,1.491,1.491,16.3,22.0,0.624,0.05,25.0,0.01278,0.014024,0.573654,0.892878,1.490523,0.316228,3.367164,16.0,-0.685472,7.074586,16.276495,22.0,0.623832,0.05
1,4,3,5.509,ok,1.97,1.55,3149.63,1.77,false,5.98,16,5,1,1.442,1.442,0.8,12.8,0.725,1.0,25.0,0.019469,0.015,1.034743,1.516295,1.442192,0.316228,2.839674,16.0,0.8,0.0,0.810751,12.760954,0.725034,1.0
1,4,4,-0.695,ok,6.23,4.77,2762.53,5.35,false,7.12,14,5,1,1.033,1.033,17.9,19.5,0.534,0.498,25.0,0.019926,0.014759,1.100266,1.241935,1.033215,0.316228,4.076645,14.0,0.112551,0.0,17.917057,19.50349,0.534483,0.498107
1,4,5,1.0e9,clearance_reject,NaN,NaN,NaN,NaN,false,0.85,16,5,2,1.998,1.5,3.6,22.0,0.332,0.05,25.0,0.019617,0.015,0.77927,1.06517,1.997979,0.349106,2.850213,16.0,0.791926,18.473717,3.55702,22.0,0.331715,0.05
1,4,6,8.487,ok,1.61,1.23,2589.76,3.74,false,5.19,13,4,1,1.235,1.235,22.0,16.4,0.938,0.624,25.0,0.02842,0.015,0.878572,1.134157,1.23537,0.316228,4.1832,13.0,0.8,0.0,22.0,16.433678,0.937919,0.623908
1,4,7,1.0e9,clearance_reject,NaN,NaN,NaN,NaN,false,0.62,11,11,2,2.078,1.5,0.0,3.1,0.429,0.172,25.0,0.021411,0.010795,0.809048,0.4,2.077705,0.564614,1.0,11.0,0.8,6.108779,0.0,3.1455,0.42862,0.172237
1,4,8,1.0e9,clearance_reject,NaN,NaN,NaN,NaN,false,0.41,16,4,2,2.041,1.5,3.7,17.3,0.346,0.099,25.0,0.011913,0.014917,1.32,1.322163,2.041208,0.741097,3.497622,16.0,0.8,7.190837,3.729356,17.320943,0.346092,0.098698
1,4,9,1.0e9,clearance_reject,NaN,NaN,NaN,NaN,false,-2.33,16,8,3,1.369,1.369,0.0,13.8,0.216,0.992,25.0,0.013012,0.013516,0.990858,0.4,1.368748,0.47932,1.799234,16.0,0.8,4.559743,0.0,13.825577,0.215579,0.991801
1,4,10,1.0e9,clearance_reject,NaN,NaN,NaN,NaN,false,-0.04,16,4,2,1.751,1.5,18.1,22.0,0.338,0.175,25.0,0.019305,0.01397,1.221675,0.84038,1.751358,0.316228,3.141857,16.0,-0.199769,19.0,18.080918,22.0,0.338076,0.175143
1,5,1,4.644,ok,2.52,1.71,1994.05,15.66,false,7.09,10,7,1,2.082,1.5,0.0,21.3,0.607,0.758,25.0,0.009487,0.013702,0.769189,0.552171,2.081606,0.780147,1.752264,10.0,0.789768,6.384288,0.0,21.320947,0.607066,0.758164
1,5,2,-6.611,ok,6.95,6.61,3139.84,12.6,false,9.01,16,6,1,1.366,1.366,15.4,20.0,0.156,0.061,25.0,0.016561,0.013577,1.305706,0.790482,1.36628,0.316228,2.466903,16.0,-0.551033,0.0,15.407866,20.027629,0.156152,0.061445
1,5,3,1.0e9,clearance_reject,NaN,NaN,NaN,NaN,false,-3.25,8,5,2,1.73,1.5,16.5,11.5,0.793,1.0,25.0,0.024922,0.012306,1.017054,0.425451,1.729926,0.316228,2.839674,8.0,0.8,4.719587,16.535903,11.46186,0.793237,1.0
1,5,4,1.0e9,clearance_reject,NaN,NaN,NaN,NaN,false,-3.72,15,4,2,1.45,1.45,0.0,22.0,0.297,0.812,25.0,0.014571,0.014759,1.100266,0.816288,1.450348,0.316228,4.076645,15.0,0.8,7.168872,0.0,22.0,0.296984,0.811838
1,5,5,-5.96,ok,6.93,6.23,2197.03,8.28,false,8.29,11,5,1,1.17,1.17,9.4,10.8,0.332,0.497,25.0,0.024738,0.012226,1.018744,1.212439,1.169682,0.647414,3.415917,11.0,0.358734,6.108779,9.36447,10.842327,0.331715,0.496887
1,5,6,1.0e9,reject_twist,0.0,0.0,0.0,Inf,true,4.83,15,7,1,0.7,0.7,22.0,18.3,0.963,0.979,25.0,0.02846,0.011613,0.777823,1.578899,0.7,0.316273,4.1832,15.0,0.8,0.0,22.0,18.305194,0.962847,0.979331
1,5,7,1.0e9,reject,0.0,0.0,0.0,Inf,false,3.64,16,10,2,1.862,1.5,5.3,16.8,0.588,0.34,25.0,0.021411,0.012877,1.244003,1.188423,1.861556,0.564614,1.182511,16.0,-0.163332,2.571561,5.303171,16.825452,0.588163,0.339873
1,5,8,-2.713,ok,5.92,4.88,3183.68,11.01,false,8.57,16,7,1,2.135,1.5,8.2,19.5,0.239,0.308,25.0,0.02846,0.013374,1.32,0.442715,2.135404,0.316273,1.646015,16.0,0.041422,0.0,8.176556,19.50349,0.238586,0.308375
1,5,9,1.0e9,reject,0.0,0.0,0.0,Inf,false,8.69,16,13,1,0.8,0.8,16.3,22.0,0.216,0.1,25.0,0.018264,0.014521,1.15119,1.341472,0.799852,0.316228,1.799234,16.0,-0.637213,0.0,16.29714,22.0,0.215579,0.099586
1,5,10,1.0e9,reject,0.0,0.0,0.0,Inf,false,2.71,16,5,2,1.174,1.174,17.4,22.0,0.482,0.05,25.0,0.019305,0.014024,0.718876,0.626234,1.173687,0.316228,3.630007,16.0,-0.689913,19.0,17.383681,22.0,0.481566,0.05
1,6,1,1.0e9,clearance_reject,NaN,NaN,NaN,NaN,false,-0.87,15,7,3,1.864,1.5,13.1,21.3,0.592,0.393,25.0,0.015814,0.011892,0.81189,0.4,1.863778,0.316228,1.879097,15.0,0.235884,19.0,13.098363,21.320947,0.591812,0.392652
1,6,2,1.0e9,clearance_reject,NaN,NaN,NaN,NaN,false,-2.56,10,4,2,2.2,1.5,7.0,20.0,0.517,0.703,25.0,0.020376,0.014144,1.191365,0.587649,2.2,0.495329,2.804573,10.0,-0.551033,6.98998,7.030617,20.027629,0.516933,0.703122
1,6,3,1.0e9,reject,0.0,0.0,0.0,Inf,false,7.66,16,9,1,1.39,1.39,9.6,22.0,0.409,0.05,25.0,0.014861,0.013431,1.32,0.425451,1.390403,0.316228,1.511923,16.0,-0.8,0.0,9.595559,22.0,0.408896,0.05
1,6,4,-5.705,ok,6.55,5.91,3141.8,4.1,false,8.47,16,4,1,1.535,1.5,13.5,19.9,0.258,0.338,25.0,0.019926,0.013868,1.239883,0.792006,1.534524,0.316273,4.076645,16.0,-0.225543,0.0,13.505118,19.913343,0.25767,0.338303
1,6,5,1.0e9,clearance_reject,NaN,NaN,NaN,NaN,false,-0.12,12,7,2,1.17,1.17,19.4,10.8,0.332,0.522,25.0,0.016913,0.013763,1.018744,0.625151,1.169682,0.316228,2.478481,12.0,0.4548,2.5852,19.433435,10.842327,0.331715,0.522254
1,6,6,3.99,ok,3.95,2.78,2195.74,4.1,false,7.16,11,4,1,1.608,1.5,7.3,3.4,0.572,0.483,25.0,0.020956,0.014926,1.07111,1.204819,1.60775,0.564614,3.289654,11.0,0.8,0.0,7.287591,3.385445,0.571715,0.482785
1,6,7,1.0e9,reject,0.0,0.0,0.0,Inf,false,9.29,16,8,1,1.548,1.5,9.7,22.0,0.104,0.05,25.0,0.018489,0.014943,1.32,1.011455,1.547652,0.316228,1.62513,16.0,0.8,0.0,9.675151,22.0,0.1038,0.05
1,6,8,4.576,ok,3.47,2.34,1813.08,8.39,false,7.42,9,3,1,1.985,1.5,13.7,2.9,0.552,0.308,25.0,0.023399,0.013374,1.13793,0.544647,1.985201,0.525636,4.1832,9.0,0.8,6.447764,13.69741,2.860056,0.55166,0.308375
1,6,9,-1.948,ok,5.94,4.78,3131.29,2.93,false,7.61,16,4,1,1.398,1.398,15.1,11.7,0.419,0.181,25.0,0.010146,0.014521,0.796842,0.6184,1.397999,0.316228,4.182357,16.0,-0.341635,0.0,15.112723,11.688263,0.419438,0.180602
1,6,10,-3.58,ok,5.99,5.1,3155.82,8.51,false,8.27,16,4,1,1.766,1.5,18.1,18.7,0.295,0.719,25.0,0.027498,0.013644,1.264423,0.626234,1.765836,0.316305,3.918074,16.0,-0.064767,0.0,18.080918,18.676879,0.294832,0.719051
1,7,1,-3.426,ok,6.07,5.11,1641.94,7.12,false,9.06,8,5,1,2.032,1.5,12.5,7.7,0.184,1.0,25.0,0.028364,0.013702,1.32,0.76276,2.032359,0.647426,2.817021,8.0,-0.1949,0.0,12.524567,7.713779,0.183961,1.0
1,7,2,-6.029,ok,6.62,6.04,2380.55,12.72,false,9.09,12,6,1,1.714,1.5,15.4,19.0,0.156,0.559,25.0,0.016561,0.013728,1.32,0.790482,1.714246,0.56524,2.079201,12.0,-0.551033,0.0,15.407866,19.037762,0.156152,0.558567
1,7,3,0.378,ok,5.4,4.06,2180.47,4.4,false,7.49,11,4,1,1.421,1.421,10.7,11.5,0.502,0.164,25.0,0.009487,0.013316,0.800001,0.425451,1.420949,0.512532,3.62656,11.0,0.171113,0.0,10.728187,11.46186,0.501784,0.16407
1,7,4,7.318,ok,2.26,1.76,3133.74,1.94,false,6.19,16,4,1,1.508,1.5,13.3,0.0,0.685,1.0,25.0,0.011413,0.011308,0.886968,0.792006,1.508354,0.802653,4.1832,16.0,0.8,0.0,13.264485,0.0,0.685107,1.0
1,7,5,-0.542,ok,5.37,4.14,2221.09,17.24,false,8.29,11,7,1,2.029,1.5,9.4,13.1,0.332,0.185,25.0,0.024738,0.013883,0.974396,0.4,2.028905,0.316238,1.728479,11.0,-0.049138,0.0,9.430604,13.087335,0.331715,0.185357
1,7,6,1.209,ok,5.0,3.63,1628.81,6.0,false,7.89,8,4,1,1.786,1.5,17.9,13.4,0.462,0.795,25.0,0.023429,0.014243,0.941629,0.517075,1.785956,0.316305,4.1832,8.0,0.068063,0.0,17.893696,13.386857,0.461846,0.794638
1,7,7,-2.115,ok,6.06,4.89,2751.44,10.75,false,7.91,14,5,1,1.557,1.5,14.9,17.8,0.38,0.05,25.0,0.009487,0.015,0.99919,1.188423,1.557414,0.316228,2.96782,14.0,-0.460385,0.0,14.923095,17.837661,0.37992,0.05
1,7,8,1.0e9,clearance_reject,NaN,NaN,NaN,NaN,false,0.97,8,10,2,1.181,1.181,7.1,10.7,0.374,0.488,25.0,0.02846,0.011608,1.32,1.113401,1.181463,0.748175,1.646015,8.0,0.041422,6.108779,7.113941,10.726117,0.373982,0.488401
1,7,9,2.647,ok,4.21,3.07,3132.54,7.24,false,7.28,16,5,1,1.707,1.5,15.7,18.2,0.481,0.05,25.0,0.009487,0.015,0.869037,0.720162,1.706918,0.316228,3.093153,16.0,-0.57202,0.0,15.734511,18.206285,0.481112,0.05
1,7,10,-0.014,ok,5.16,3.97,3130.89,6.99,false,7.71,16,4,1,1.766,1.5,20.7,18.7,0.4,0.189,25.0,0.009608,0.014433,0.812073,0.637789,1.765836,0.316228,4.1832,16.0,-0.590728,0.0,20.665701,18.676879,0.399988,0.188607
1,8,1,-1.267,ok,6.12,4.76,1623.83,7.54,false,7.65,8,5,1,1.199,1.199,6.8,6.2,0.52,0.553,25.0,0.02088,0.013702,0.743028,1.01342,1.199489,0.754442,4.048177,8.0,0.752457,6.108779,6.81305,6.172163,0.520158,0.552839
1,8,2,-5.057,ok,6.5,5.72,1632.01,10.43,false,8.49,8,5,1,1.366,1.366,9.6,9.2,0.319,0.061,25.0,0.02453,0.013577,1.32,0.737546,1.36628,0.316228,2.905985,8.0,0.8,0.0,9.550001,9.198866,0.319376,0.061445
1,8,3,-1.882,ok,5.83,4.68,2182.29,18.19,false,8.03,11,5,1,1.616,1.5,10.7,12.2,0.386,0.05,25.0,0.010715,0.014361,0.829687,0.509944,1.616405,0.316228,2.839622,11.0,-0.27888,0.0,10.728187,12.176771,0.386197,0.05
1,8,4,1.069,ok,5.0,3.71,2183.13,5.7,false,7.95,11,5,1,1.898,1.5,5.5,13.0,0.404,0.05,25.0,0.01122,0.014443,0.815383,0.491735,1.89827,0.316228,2.453528,11.0,-0.044958,0.0,5.513411,13.026274,0.404463,0.05
1,8,5,-6.693,ok,7.12,6.69,2982.17,2.76,false,9.13,15,8,1,1.446,1.446,15.3,22.0,0.136,0.05,25.0,0.024738,0.013817,1.32,1.212439,1.446095,0.316228,1.858817,15.0,-0.610488,0.0,15.312924,22.0,0.136367,0.05
1,8,6,-2.005,ok,5.96,4.81,3138.65,2.72,false,7.53,16,4,1,1.328,1.328,15.3,11.9,0.434,0.164,25.0,0.017617,0.014131,1.269751,0.4,1.328425,0.316228,4.1832,16.0,-0.339429,0.0,15.250295,11.911646,0.433712,0.164237
1,8,7,-5.053,ok,6.93,6.04,2940.86,5.84,false,7.77,15,5,1,1.068,1.068,21.1,12.4,0.398,0.164,25.0,0.009487,0.014216,1.296641,1.188423,1.068024,0.316228,4.168082,15.0,-0.649241,0.0,21.098022,12.417866,0.398232,0.164237
1,8,8,1.83,ok,5.05,3.67,3134.84,5.63,false,6.69,16,5,1,1.061,1.061,20.4,19.5,0.592,0.252,25.0,0.012783,0.014681,0.941981,0.4,1.061005,0.316228,4.1832,16.0,-0.43817,0.0,20.394116,19.50349,0.592169,0.252122
1,8,9,-0.171,ok,4.76,3.72,3129.77,2.91,false,8.04,16,3,1,2.074,1.5,7.9,11.7,0.338,0.181,25.0,0.010146,0.013521,0.796842,0.4,2.073502,0.316309,4.182357,16.0,0.284192,0.0,7.925113,11.688263,0.337596,0.180602
1,8,10,-2.908,ok,7.27,5.84,2943.61,13.27,false,7.01,15,7,1,0.7,0.7,22.0,18.7,0.544,0.068,25.0,0.009487,0.015,0.778622,1.200048,0.7,0.316228,4.1832,15.0,-0.8,0.0,22.0,18.676879,0.543961,0.068176
1,9,1,-3.123,ok,5.87,4.92,3129.55,8.65,false,8.22,16,4,1,1.795,1.5,19.3,21.3,0.305,0.05,25.0,0.009487,0.014171,1.32,1.298967,1.795402,0.316228,3.191404,16.0,-0.8,0.0,19.298983,21.320947,0.304896,0.05
1,9,2,1.176,ok,5.28,3.85,1990.59,4.47,false,7.33,10,4,1,1.366,1.366,21.3,5.2,0.553,0.139,25.0,0.009487,0.013577,1.305706,0.841291,1.36628,0.316228,4.1832,10.0,-0.632551,0.0,21.337634,5.246376,0.552992,0.138925
1,9,3,-4.785,ok,6.28,5.53,3141.7,8.56,false,9.03,16,4,1,2.159,1.5,10.7,21.6,0.152,0.05,25.0,0.020505,0.013419,1.32,0.549544,2.158539,0.316228,2.839622,16.0,-0.060404,0.0,10.728187,21.572404,0.151831,0.05
1,9,4,1.0e9,reject,0.0,0.0,0.0,Inf,false,9.29,16,12,1,1.642,1.5,11.6,22.0,0.104,0.05,25.0,0.02846,0.013397,1.32,0.951164,1.641921,0.316228,1.0,16.0,-0.546007,0.0,11.576941,22.0,0.1038,0.05
1,9,5,-3.092,ok,6.04,5.02,3161.47,7.33,false,8.18,16,7,1,1.745,1.5,7.4,17.0,0.311,0.05,25.0,0.022112,0.013836,1.262467,0.4,1.745234,0.316228,1.858817,16.0,-0.079079,0.0,7.440282,17.01337,0.310929,0.05
1,9,6,-5.79,ok,6.17,5.79,3133.51,2.54,false,9.23,16,3,1,1.925,1.5,10.2,22.0,0.114,0.05,25.0,0.017617,0.013645,1.295217,0.769436,1.924935,0.316228,4.1832,16.0,-0.222773,0.0,10.241825,22.0,0.1143,0.05
1,9,7,1.0e9,reject,0.0,0.0,0.0,Inf,false,8.69,15,9,1,1.068,1.068,13.1,12.4,0.221,0.315,25.0,0.027986,0.013297,1.32,0.459831,1.068024,0.316228,2.008926,15.0,-0.178454,0.0,13.07819,12.417866,0.221417,0.315441
