# v12_5kw_v3 telemetry  length=25.0  min_clearance=1.5
island,gen,idx,fitness,status,P_kW,FoS,n_lines,rings,n_active,r_hub,r_bot,bank_top,bank_bot,lam_top,lam_bot,clearance,tether
1,6,2,2.123,ok,13.21,7.66,16,0,0,2.2,0.74,22.0,22.0,0.104,0.069,9.29,25.0
1,6,3,-0.343,ok,11.6,9.94,16,0,0,1.94,0.4,22.0,22.0,0.503,0.168,7.16,25.0
1,6,4,1.0e9,clearance_reject,0.0,0.0,6,0,0,1.36,0.4,8.5,16.0,0.115,0.487,1.42,25.0
1,6,5,1.0e9,reject,0.0,0.0,16,0,0,1.33,0.95,22.0,17.0,0.787,0.093,5.65,25.0
1,6,6,2.234,ok,13.38,7.19,16,0,0,2.2,0.57,22.0,7.3,0.104,0.05,9.29,25.0
1,6,7,1.0e9,clearance_reject,0.0,0.0,12,0,0,1.31,0.55,22.0,22.0,0.681,0.867,-3.67,25.0
1,6,8,8.304,ok,2.36,1.69,16,0,0,2.2,0.95,22.0,6.8,0.825,0.525,5.45,25.0
1,6,9,1.0e9,clearance_reject,0.0,0.0,12,0,0,1.6,0.51,12.3,22.0,0.746,0.43,-1.32,25.0
1,6,10,1.0e9,clearance_reject,0.0,0.0,3,0,0,1.68,0.66,18.1,12.4,0.733,0.754,-1.83,25.0
1,7,1,1.0e9,clearance_reject,0.0,0.0,10,0,0,1.49,0.95,14.8,0.0,0.953,0.75,-0.0,25.0
1,7,2,1.0e9,reject,0.0,0.0,8,0,0,1.36,0.34,22.0,12.2,0.104,0.54,9.4,25.0
1,7,3,2.401,ok,6.58,4.72,11,0,0,1.53,0.51,8.2,22.0,0.832,0.168,5.95,25.0
1,7,4,1.0e9,reject,0.0,0.0,3,0,0,1.85,0.51,16.9,22.0,0.253,0.089,8.99,25.0
1,7,5,0.963,ok,4.84,5.56,12,0,0,2.13,0.33,22.0,20.3,0.787,0.081,6.05,25.0
1,7,6,6.088,ok,6.07,1.52,10,0,0,1.22,0.8,11.9,9.9,0.871,0.983,5.89,25.0
1,7,7,1.543,ok,13.93,5.9,16,0,0,1.99,0.68,22.0,22.0,0.104,0.16,9.29,25.0
1,7,8,1.0e9,clearance_reject,0.0,0.0,14,0,0,2.2,0.32,22.0,20.3,0.662,0.05,0.43,25.0
1,7,9,1.0e9,clearance_reject,0.0,0.0,12,0,0,1.88,0.72,22.0,22.0,0.104,0.212,-0.14,25.0
1,7,10,0.993,ok,15.18,2.64,16,0,0,1.6,0.58,22.0,9.9,0.104,0.05,9.29,25.0
1,8,1,2.57,ok,3.24,4.0,12,0,0,1.99,0.32,22.0,20.3,1.0,0.135,5.02,25.0
1,8,2,1.0e9,reject,0.0,0.0,4,0,0,2.2,0.74,0.0,3.4,1.0,0.069,6.31,25.0
1,8,3,1.0e9,clearance_reject,0.0,0.0,16,0,0,2.01,0.4,22.0,22.0,0.161,0.077,0.41,25.0
1,8,4,1.0e9,clearance_reject,0.0,0.0,13,0,0,1.8,0.32,22.0,20.9,1.0,0.211,-0.17,25.0
1,8,5,1.998,ok,13.1,6.76,16,0,0,2.2,0.72,22.0,22.0,0.104,0.05,9.29,25.0
1,8,6,1.0e9,clearance_reject,0.0,0.0,16,0,0,2.0,0.95,22.0,22.0,0.609,0.173,-0.03,25.0
1,8,7,4.052,ok,18.52,13.12,10,0,0,1.59,0.68,11.2,7.3,0.45,0.509,7.8,25.0
1,8,8,1.0e9,clearance_reject,0.0,0.0,10,0,0,1.41,0.95,11.2,16.0,0.104,0.601,-2.04,25.0
1,8,9,4.957,ok,15.51,2.26,12,0,0,0.97,0.66,3.9,22.0,0.823,0.212,3.66,25.0
1,8,10,3.505,ok,25.17,2.91,16,0,0,1.1,0.88,4.1,9.9,0.467,0.05,7.35,25.0
1,9,1,1.0e9,clearance_reject,0.0,0.0,12,0,0,1.99,0.54,22.0,20.3,0.104,0.05,0.46,25.0
1,9,2,1.984,ok,13.08,7.41,16,0,0,2.2,0.68,22.0,22.0,0.104,0.188,9.29,25.0
1,9,3,1.0e9,clearance_reject,0.0,0.0,11,0,0,2.13,0.4,22.0,22.0,0.98,0.05,0.48,25.0
1,9,4,-0.448,ok,4.38,4.49,12,0,0,2.2,0.33,22.0,20.3,0.787,0.099,6.05,25.0
1,9,5,3.596,ok,5.43,3.51,8,0,0,1.49,0.74,11.2,6.3,1.0,0.081,5.62,25.0
1,9,6,1.0e9,reject,0.0,0.0,10,0,0,2.06,0.33,22.0,22.0,0.805,0.05,6.19,25.0
1,9,7,1.0e9,clearance_reject,0.0,0.0,16,0,0,1.99,0.68,21.7,22.0,0.104,0.558,-2.32,25.0
1,9,8,6.085,ok,15.83,15.74,7,0,0,1.53,0.89,11.2,5.9,0.56,0.523,7.57,25.0
1,9,9,1.0e9,clearance_reject,0.0,0.0,16,0,0,0.97,0.95,3.9,15.0,0.104,0.605,-2.6,25.0
1,9,10,1.0e9,clearance_reject,0.0,0.0,9,0,0,1.28,0.95,11.0,4.3,0.464,0.85,1.35,25.0
1,10,1,1.0e9,reject,0.0,0.0,8,0,0,1.99,0.32,21.7,20.3,0.743,0.481,6.71,25.0
1,10,2,2.001,ok,13.09,7.46,16,0,0,2.2,0.85,22.0,22.0,0.104,0.188,9.29,25.0
1,10,3,-0.95,ok,9.57,6.73,16,0,0,2.2,0.4,22.0,22.0,0.503,0.168,7.16,25.0
1,10,4,1.0e9,clearance_reject,0.0,0.0,16,0,0,2.2,0.37,22.0,20.3,0.266,0.05,0.41,25.0
1,10,5,1.0e9,clearance_reject,0.0,0.0,12,0,0,2.11,0.32,22.0,22.0,0.787,0.283,-0.52,25.0
1,10,6,1.537,ok,20.57,9.3,10,0,0,1.45,0.95,10.7,22.0,0.271,0.05,8.61,25.0
1,10,7,3.444,ok,2.04,1.59,16,0,0,2.02,0.32,22.0,19.4,1.0,0.16,4.51,25.0
1,10,8,6.061,ok,19.01,2.08,15,0,0,1.12,0.94,3.9,22.0,0.56,0.525,6.92,25.0
1,10,9,3.027,ok,3.89,3.03,12,0,0,1.77,0.47,19.8,13.4,1.0,0.474,5.02,25.0
1,10,10,6.63,ok,3.5,2.23,10,0,0,1.96,0.95,20.8,9.9,1.0,0.754,5.31,25.0
1,11,1,1.0e9,clearance_reject,0.0,0.0,12,0,0,1.81,0.91,18.2,12.3,0.588,0.521,-1.81,25.0
1,11,2,1.169,ok,14.44,4.22,16,0,0,1.83,0.79,20.4,17.1,0.104,0.402,9.29,25.0
1,11,3,1.321,ok,14.18,5.25,16,0,0,1.9,0.79,22.0,18.6,0.104,0.168,9.29,25.0
1,11,4,5.159,ok,3.8,2.05,16,0,0,1.98,0.33,20.8,20.3,0.787,0.406,5.65,25.0
1,11,5,-1.622,ok,9.38,9.32,15,0,0,1.92,0.33,19.8,14.7,0.632,0.499,6.55,25.0
1,11,6,1.0e9,clearance_reject,0.0,0.0,11,0,0,1.69,0.95,11.2,16.0,0.609,0.548,0.65,25.0
1,11,7,1.0e9,reject,0.0,0.0,9,0,0,1.81,0.44,20.2,14.6,0.104,0.414,9.38,25.0
1,11,8,-0.242,ok,4.96,5.14,12,0,0,1.66,0.47,14.1,6.9,0.899,0.525,5.51,25.0
1,11,9,-0.73,ok,6.28,4.87,12,0,0,2.02,0.66,21.1,17.7,0.695,0.474,6.49,25.0
1,11,10,4.651,ok,3.26,2.33,14,0,0,2.2,0.95,21.5,19.4,0.856,0.356,5.49,25.0
1,12,1,0.857,ok,17.95,14.39,12,0,0,1.79,0.32,14.3,16.8,0.326,0.082,8.27,25.0
1,12,2,1.0e9,clearance_reject,0.0,0.0,14,0,0,2.2,0.79,22.0,22.0,0.368,0.05,0.43,25.0
1,12,3,5.578,ok,3.32,1.78,10,0,0,2.11,0.4,18.5,14.7,1.0,0.166,5.31,25.0
1,12,4,1.0e9,clearance_reject,0.0,0.0,12,0,0,1.7,0.33,22.0,13.8,0.326,0.227,-0.22,25.0
1,12,5,4.984,ok,3.23,2.05,16,0,0,1.92,0.33,21.9,16.6,0.816,0.41,5.5,25.0
1,12,6,1.518,ok,11.26,5.6,10,0,0,1.86,0.95,11.2,15.3,0.61,0.603,7.07,25.0
1,12,7,1.543,ok,13.93,5.9,16,0,0,1.99,0.7,22.0,21.9,0.104,0.385,9.29,25.0
1,12,8,3.345,ok,3.12,2.25,12,0,0,1.78,0.78,14.5,10.7,1.0,0.578,5.02,25.0
1,12,9,1.0e9,reject,0.0,0.0,16,0,0,2.02,0.95,22.0,22.0,0.695,0.502,6.14,25.0
1,12,10,2.653,ok,13.02,6.98,12,0,0,1.99,0.95,22.0,20.5,0.464,0.332,7.6,25.0
1,13,1,0.542,ok,15.57,3.71,16,0,0,2.2,0.32,22.0,22.0,0.229,0.381,8.62,25.0
1,13,2,1.0e9,clearance_reject,0.0,0.0,10,0,0,2.03,0.79,18.2,15.1,0.963,0.117,0.41,25.0
1,13,3,2.342,ok,4.31,3.59,12,0,0,1.71,0.4,14.5,4.8,1.0,0.168,5.02,25.0
1,13,4,1.0e9,clearance_reject,0.0,0.0,12,0,0,1.71,0.33,14.8,20.3,0.678,0.511,-0.93,25.0
1,13,5,-1.705,ok,9.36,9.06,15,0,0,1.92,0.89,19.8,7.2,0.632,0.499,6.55,25.0
1,13,6,-2.14,ok,8.44,8.55,14,0,0,2.2,0.32,22.0,22.0,0.609,0.212,6.74,25.0
1,13,7,1.0e9,clearance_reject,0.0,0.0,11,0,0,2.2,0.32,22.0,20.9,0.967,0.05,0.48,25.0
1,13,8,0.738,ok,15.6,4.65,15,0,0,1.83,0.74,20.4,17.1,0.169,0.525,8.96,25.0
1,13,9,1.827,ok,16.48,4.71,12,0,0,2.2,0.32,22.0,20.8,0.352,0.302,8.14,25.0
1,13,10,0.87,ok,17.84,7.03,12,0,0,1.6,0.71,18.1,7.9,0.464,0.706,7.6,25.0
1,14,1,1.0e9,clearance_reject,0.0,0.0,15,0,0,1.86,0.49,22.0,12.6,0.682,0.362,-1.11,25.0
1,14,2,1.0e9,clearance_reject,0.0,0.0,13,0,0,1.95,0.79,19.5,14.4,0.458,0.615,-2.41,25.0
1,14,3,1.744,ok,18.57,3.94,12,0,0,1.41,0.4,14.5,4.4,0.503,0.781,7.42,25.0
1,14,4,-0.673,ok,4.93,7.47,11,0,0,2.2,0.95,16.6,0.5,0.803,0.827,6.08,25.0
1,14,5,0.777,ok,10.49,6.86,11,0,0,1.9,0.95,14.5,7.2,0.639,1.0,6.85,25.0
1,14,6,1.0e9,clearance_reject,0.0,0.0,10,0,0,1.83,0.7,20.1,19.3,0.595,0.626,-2.17,25.0
1,14,7,0.908,ok,18.21,3.03,13,0,0,1.46,0.7,17.0,2.5,0.475,0.898,7.48,25.0
1,14,8,1.0e9,clearance_reject,0.0,0.0,11,0,0,2.1,0.79,14.1,21.6,0.689,0.398,-1.08,25.0
1,14,9,0.632,ok,17.85,4.71,13,0,0,1.77,0.71,21.1,13.5,0.202,0.474,8.84,25.0
1,14,10,0.643,ok,3.22,4.21,14,0,0,2.15,0.32,17.4,9.9,0.917,0.05,5.18,25.0
1,15,1,1.0e9,clearance_reject,0.0,0.0,15,0,0,1.78,0.66,21.7,11.5,0.24,0.685,-2.99,25.0
1,15,2,1.442,ok,1.99,3.18,16,0,0,2.2,0.32,20.8,22.0,0.935,0.05,4.86,25.0
1,15,3,2.224,ok,12.25,9.85,11,0,0,2.01,0.95,15.8,0.0,0.503,0.838,7.49,25.0
1,15,4,1.0e9,clearance_reject,0.0,0.0,12,0,0,2.03,0.95,16.6,17.7,0.847,0.356,-0.92,25.0
1,15,5,0.889,ok,3.6,3.34,12,0,0,1.95,0.32,15.6,2.2,1.0,0.311,5.02,25.0
1,15,6,3.334,ok,3.64,4.5,16,0,0,2.15,0.32,20.1,21.0,0.762,0.05,5.78,25.0
1,15,7,4.665,ok,2.87,1.77,13,0,0,2.2,0.7,18.6,2.5,0.976,0.497,5.0,25.0
1,15,8,2.729,ok,12.15,11.12,12,0,0,2.12,0.57,21.0,14.0,0.455,0.525,7.65,25.0
1,15,9,0.698,ok,15.27,3.5,16,0,0,2.2,0.66,22.0,22.0,0.104,0.2,9.29,25.0
1,15,10,1.0e9,clearance_reject,0.0,0.0,14,0,0,1.72,0.54,19.2,14.6,0.591,0.738,-3.19,25.0
1,16,1,1.0e9,clearance_reject,0.0,0.0,12,0,0,2.2,0.65,18.0,9.6,0.724,0.625,-2.36,25.0
1,16,2,0.644,ok,14.61,4.02,14,0,0,1.75,0.61,18.9,4.3,0.486,0.615,7.37,25.0
1,16,3,1.0e9,clearance_reject,0.0,0.0,14,0,0,2.2,0.4,21.1,22.0,0.867,0.05,0.43,25.0
1,16,4,4.164,ok,3.43,2.83,15,0,0,2.2,0.95,22.0,19.1,0.803,0.094,5.66,25.0
1,16,5,0.622,ok,2.45,3.08,15,0,0,2.2,0.67,16.9,5.8,1.0,0.499,4.63,25.0
1,16,6,1.419,ok,2.96,4.53,12,0,0,2.2,0.49,16.2,22.0,1.0,0.212,5.02,25.0
1,16,7,5.839,ok,3.66,1.79,11,0,0,2.18,0.32,19.4,2.5,0.892,0.163,5.66,25.0
1,16,8,1.0e9,reject,0.0,0.0,12,0,0,1.14,0.86,14.8,0.0,0.464,1.0,7.6,25.0
1,16,9,3.016,ok,2.79,2.31,13,0,0,2.02,0.62,16.2,2.2,1.0,0.111,4.88,25.0
1,16,10,1.0e9,clearance_reject,0.0,0.0,13,0,0,2.02,0.66,21.1,17.7,0.416,0.598,-2.31,25.0
1,17,1,1.0e9,clearance_reject,0.0,0.0,16,0,0,1.82,0.32,22.0,22.0,0.332,0.205,-0.22,25.0
1,17,2,0.488,ok,10.11,9.29,16,0,0,2.2,0.32,18.9,4.3,0.464,0.05,7.37,25.0
1,17,3,-0.201,ok,14.14,4.35,15,0,0,2.2,0.67,20.9,0.0,0.394,0.273,7.79,25.0
1,17,4,1.0e9,clearance_reject,0.0,0.0,13,0,0,2.2,0.32,22.0,22.0,0.604,0.242,-0.34,25.0
1,17,5,1.096,ok,17.85,2.3,14,0,0,1.92,0.89,17.0,2.5,0.221,1.0,8.72,25.0
1,17,6,1.0e9,clearance_reject,0.0,0.0,16,0,0,2.2,0.32,22.0,21.8,0.609,0.05,0.41,25.0
1,17,7,1.796,ok,12.65,3.97,13,0,0,2.2,0.7,20.6,19.6,0.441,0.898,7.65,25.0
1,17,8,3.0,ok,3.49,1.7,13,0,0,2.2,0.84,14.1,19.4,0.899,0.709,5.39,25.0
1,17,9,-0.763,ok,6.84,6.69,11,0,0,2.2,0.95,18.6,11.5,0.657,1.0,6.77,25.0
1,17,10,1.0e9,clearance_reject,0.0,0.0,16,0,0,1.92,0.32,19.7,19.6,0.917,0.05,0.41,25.0
1,18,1,3.468,ok,2.63,2.77,15,0,0,2.2,0.32,22.0,22.0,0.922,0.05,5.04,25.0
1,18,2,1.0e9,clearance_reject,0.0,0.0,16,0,0,2.2,0.32,18.9,22.0,0.721,0.05,0.41,25.0
1,18,3,1.0e9,clearance_reject,0.0,0.0,16,0,0,2.2,0.64,22.0,19.9,0.503,0.168,0.0,25.0
1,18,4,1.0e9,reject,0.0,0.0,11,0,0,1.51,0.77,14.5,8.4,0.987,0.761,5.22,25.0
1,18,5,4.144,ok,5.23,1.95,16,0,0,2.2,0.39,19.6,8.4,0.632,0.499,6.47,25.0
1,18,6,5.725,ok,4.87,7.89,14,0,0,2.15,0.32,17.6,5.3,0.794,0.05,5.8,25.0
1,18,7,0.979,ok,13.89,9.05,16,0,0,1.92,0.7,21.4,2.5,0.395,0.05,7.73,25.0
1,18,8,0.598,ok,18.62,7.24,12,0,0,1.66,0.32,21.0,6.9,0.372,0.05,8.05,25.0
1,18,9,1.0e9,clearance_reject,0.0,0.0,15,0,0,1.83,0.43,19.5,19.7,0.215,0.736,-3.28,25.0
1,18,10,-3.018,ok,8.36,6.51,16,0,0,2.2,0.32,22.0,22.0,0.584,0.05,6.73,25.0
1,19,1,1.0e9,clearance_reject,0.0,0.0,9,0,0,1.46,0.95,12.8,0.0,0.229,1.0,-3.89,25.0
1,19,2,3.623,ok,4.69,4.17,16,0,0,2.2,0.32,18.9,14.2,0.687,0.05,6.18,25.0
1,19,3,1.0e9,reject,0.0,0.0,8,0,0,2.2,0.95,11.2,0.0,0.503,0.168,7.72,25.0
1,19,4,-1.147,ok,5.62,6.21,11,0,0,2.2,0.95,16.6,22.0,0.748,0.827,6.34,25.0
1,19,5,1.0e9,clearance_reject,0.0,0.0,15,0,0,2.2,0.89,19.8,22.0,0.632,0.05,0.42,25.0
1,19,6,-0.159,ok,14.04,3.19,14,0,0,2.1,0.95,20.0,9.3,0.443,1.0,7.59,25.0
1,19,7,1.801,ok,8.67,6.0,13,0,0,2.2,0.57,22.0,22.0,0.529,0.898,7.22,25.0
1,19,8,1.0e9,clearance_reject,0.0,0.0,12,0,0,1.92,0.89,22.0,21.2,0.726,0.499,-1.68,25.0
1,19,9,1.0e9,clearance_reject,0.0,0.0,12,0,0,1.66,0.95,16.1,18.9,0.98,0.525,-1.14,25.0
1,19,10,0.58,ok,15.52,3.86,16,0,0,2.2,0.32,22.0,14.7,0.191,0.05,8.82,25.0
1,20,1,1.0e9,clearance_reject,0.0,0.0,16,0,0,2.2,0.32,22.0,22.0,0.554,0.05,0.41,25.0
1,20,2,1.0e9,clearance_reject,0.0,0.0,16,0,0,1.46,0.76,17.0,4.3,0.396,0.865,-4.15,25.0
1,20,3,1.0e9,reject,0.0,0.0,7,0,0,2.2,0.4,14.1,14.2,0.803,1.0,6.59,25.0
1,20,4,1.0e9,reject,0.0,0.0,11,0,0,2.2,0.32,19.7,8.6,0.474,0.05,7.62,25.0
1,20,5,1.0e9,clearance_reject,0.0,0.0,14,0,0,1.92,0.6,20.9,21.0,0.632,0.499,-1.83,25.0
1,20,6,-3.086,ok,8.71,3.07,16,0,0,2.2,0.32,22.0,22.0,0.609,0.05,6.6,25.0
1,20,7,-0.715,ok,4.91,5.8,13,0,0,2.01,0.32,17.9,21.8,0.777,0.069,5.99,25.0
1,20,8,1.0e9,clearance_reject,0.0,0.0,16,0,0,1.66,0.36,18.9,4.3,0.423,0.11,0.35,25.0
1,20,9,0.923,ok,5.94,4.63,15,0,0,1.66,0.32,17.5,6.9,0.793,0.05,5.71,25.0
1,20,10,-0.498,ok,5.98,8.75,14,0,0,2.2,0.32,14.9,4.1,0.652,0.069,6.52,25.0
1,21,1,1.0e9,clearance_reject,0.0,0.0,13,0,0,2.01,0.32,17.9,21.8,0.828,0.381,-1.11,25.0
1,21,2,1.76,ok,4.17,5.76,8,0,0,2.2,0.94,10.0,6.9,1.0,0.861,5.62,25.0
1,21,3,3.653,ok,6.21,2.16,12,0,0,1.66,0.47,12.0,0.0,0.8,0.525,5.98,25.0
1,21,4,2.08,ok,13.18,8.11,16,0,0,2.2,0.32,22.0,22.0,0.113,0.05,9.23,25.0
1,21,5,1.713,ok,4.9,3.63,15,0,0,2.2,0.32,22.0,22.0,0.682,0.499,6.29,25.0
1,21,6,0.812,ok,16.16,3.55,15,0,0,2.2,0.57,22.0,22.0,0.151,0.537,9.05,25.0
1,21,7,1.44,ok,17.55,4.3,13,0,0,2.2,0.32,22.0,22.0,0.153,0.069,9.08,25.0
1,21,8,0.324,ok,5.32,4.9,12,0,0,1.83,0.89,14.1,16.1,0.79,0.508,6.03,25.0
1,21,9,0.616,ok,15.47,3.67,16,0,0,2.2,0.95,18.6,22.0,0.19,0.05,8.83,25.0
1,21,10,-1.527,ok,6.16,3.5,10,0,0,1.56,0.47,11.9,6.8,1.0,0.366,5.31,25.0
1,22,1,1.0e9,clearance_reject,0.0,0.0,15,0,0,2.2,0.32,17.8,22.0,0.476,0.283,-0.65,25.0
1,22,2,0.827,ok,11.89,9.78,16,0,0,2.05,0.36,18.9,14.0,0.44,0.05,7.5,25.0
1,22,3,1.093,ok,15.7,6.23,13,0,0,1.63,0.4,15.4,0.0,0.503,0.759,7.35,25.0
