scenario,t,hub_x,hub_z,elev_deg,omega_hub,twist_deg,T_max
SingleKite_v3p5,4.783999999999916,24.919860345751776,14.607076832163523,30.377214310840227,0.0039594468181115075,-5.75333735348195,0.0
SingleKite_v3p5,4.787999999999916,24.919768311605548,14.607038611071376,30.37724122164696,0.0038463076616918218,-5.784459991648982,0.0
SingleKite_v3p5,4.791999999999915,24.919675605399515,14.60700013090645,30.377268363424182,0.003735698207736639,-5.815236759633844,0.0
SingleKite_v3p5,4.795999999999915,24.91958223817587,14.606961400679825,30.37729574052039,0.0036276995960304597,-5.845642740476067,0.0
SingleKite_v3p5,4.799999999999915,24.919488219720282,14.606922428049304,30.377323356228693,0.0035223817809670465,-5.875638860270547,0.0
SingleKite_v3p5,4.803999999999914,24.91939355924295,14.606883219412335,30.37735121226269,0.0034197803650775765,-5.905181196638905,0.0
SingleKite_v3p5,4.807999999999914,24.91929826609414,14.606843780055144,30.377379308293875,0.003319901272732662,-5.9342279840210335,0.0
SingleKite_v3p5,4.811999999999913,24.91920235518648,14.606804115228217,30.37740763835298,0.003222020063330808,-5.962741942449963,0.0
SingleKite_v3p5,4.815999999999913,24.91910585972955,14.606764232840206,30.377436182665864,0.003125658066458138,-5.990692958994738,0.0
SingleKite_v3p5,4.819999999999912,24.91900880215164,14.606724138472636,30.37746492829033,0.003031589469048587,-6.0180640133780345,0.0
