t,hub_e1,hub_e2,hub_lat,bear_e1,bear_e2,bear_lat,T_cyan,T_back,T_bridle,T_topbay,fos_min,omega_gnd,P_gen_kW,broken
8.1003,-1.094788,-1.175431,1.606299,-1.338692,-1.419147,1.950916,280.7326,130.9252,0.0000,752.7654,4.4721,13.565240,5.5320,0
8.1503,-1.195248,-1.268715,1.743059,-1.540945,-1.344671,2.045153,334.3833,223.2058,0.0000,433.6222,4.9076,14.299901,6.4804,0
8.2003,-1.221438,-1.349355,1.820074,-1.585289,-1.348050,2.080957,33.8315,310.8255,0.0000,151.4610,4.4324,13.750736,5.7621,0
8.2503,-1.253248,-1.431166,1.902332,-1.491540,-1.325838,1.995630,47.1126,257.3843,0.0000,319.5019,7.0743,12.632213,4.4673,0
8.3003,-1.271469,-1.509283,1.973466,-1.757181,-1.264867,2.165080,434.2151,185.0044,0.0000,1756.1863,3.8140,13.801273,5.8259,0
8.3503,-1.235496,-1.524407,1.962210,-1.919064,-1.627423,2.516210,420.7197,285.0696,0.0000,850.2433,3.6047,13.391237,5.3219,0
8.4004,-1.180112,-1.482439,1.894806,-1.482903,-1.858169,2.377351,57.9208,293.5227,0.0000,687.9295,4.8669,13.570975,5.5391,0
8.4504,-1.122956,-1.405019,1.798641,-1.432243,-1.590375,2.140237,456.2278,149.9446,0.0000,931.6244,3.1670,12.826030,4.6761,0
8.5004,-1.134373,-1.281436,1.711397,-1.529027,-1.498435,2.140848,129.1735,128.2191,0.0000,18.8992,9.5473,13.721145,5.7250,0
8.5504,-1.209635,-1.187712,1.695251,-1.441625,-1.350051,1.975075,203.3402,214.1595,0.0000,453.4748,8.1323,13.660689,5.6496,0
8.6004,-1.290632,-1.160180,1.735439,-1.550566,-0.811819,1.750230,297.2175,275.1073,0.0000,1006.4414,4.3202,14.765624,7.1344,0
8.6504,-1.334813,-1.158004,1.767116,-1.520872,-0.571974,1.624871,144.6104,286.8121,0.0000,513.8449,5.2111,14.081265,6.1877,0
8.7004,-1.349234,-1.154536,1.775778,-1.260054,-0.495906,1.354127,552.6348,260.8251,0.0000,435.1149,4.8928,13.495656,5.4473,0
8.7504,-1.305940,-1.134389,1.729832,-1.777369,-0.780960,1.941375,192.6924,274.2681,0.0000,540.2400,2.4551,14.038666,6.1317,0
8.8004,-1.230266,-1.121496,1.664724,-1.732790,-1.234994,2.127856,148.9398,252.5415,0.0000,868.3470,1.8335,13.583598,5.5545,0
8.8504,-1.111814,-1.154828,1.603047,-1.359057,-1.417028,1.963416,135.3365,183.9001,0.0000,611.3388,3.8397,13.194053,5.0902,0
8.9004,-0.942464,-1.219047,1.540881,-1.201609,-1.369094,1.821615,255.2845,145.8470,0.0000,996.4601,4.5301,13.207820,5.1062,0
8.9504,-0.721564,-1.245164,1.439127,-0.973085,-1.478888,1.770312,90.0807,188.3546,0.0000,468.9075,3.4224,13.624978,5.6055,0
