t,hub_e1,hub_e2,hub_lat,bear_e1,bear_e2,bear_lat,T_cyan,T_back,T_bridle,T_topbay,fos_min,omega_gnd,P_gen_kW,broken
49.9999,-0.277917,-0.917603,0.958766,-0.366986,-1.207873,1.262393,93.1209,154.1830,0.0000,598.9531,14.9351,13.645385,5.6307,0
50.5000,-0.277562,-0.916184,0.957305,-0.369816,-1.205133,1.260599,96.5684,154.4772,0.0000,598.5088,13.0700,13.640036,5.6241,0
51.0000,-0.277299,-0.911147,0.952409,-0.366699,-1.205089,1.259646,98.7954,154.0721,101.2151,601.7268,14.4594,13.641478,5.6258,0
51.5000,-0.280637,-0.910896,0.953146,-0.371097,-1.203900,1.259797,105.2910,153.5961,99.8777,602.6042,14.9949,13.648673,5.6347,0
52.0000,-0.277724,-0.917733,0.958834,-0.366975,-1.207713,1.262236,92.4120,154.2912,0.0000,597.6033,14.6932,13.645038,5.6302,0
52.5000,-0.277471,-0.915724,0.956839,-0.369924,-1.205129,1.260627,96.2795,154.4628,0.0000,599.6397,14.0081,13.638902,5.6227,0
53.0000,-0.277677,-0.910617,0.952012,-0.367123,-1.204389,1.259100,99.3737,154.0028,104.8017,599.6792,14.8846,13.641730,5.6262,0
53.5000,-0.280539,-0.911776,0.953959,-0.370893,-1.204654,1.260457,105.5865,153.5969,84.2976,603.6280,15.5193,13.649337,5.6356,0
54.0000,-0.277592,-0.917737,0.958801,-0.367115,-1.207435,1.262012,92.4611,154.3763,0.0000,598.3627,13.8352,13.644830,5.6300,0
54.5000,-0.277337,-0.915175,0.956274,-0.369734,-1.205302,1.260736,95.8261,154.4435,0.0000,598.3955,14.8875,13.639686,5.6236,0
54.9999,-0.278133,-0.910163,0.951711,-0.367687,-1.203746,1.258650,99.9317,153.9330,106.7370,600.4122,15.1785,13.643218,5.6280,0
55.5000,-0.280275,-0.912837,0.954896,-0.370403,-1.205483,1.261106,105.3449,153.6190,73.0168,601.1006,15.4108,13.650082,5.6365,0
56.0000,-0.277492,-0.917681,0.958718,-0.367358,-1.207062,1.261726,93.3968,154.4373,0.0000,599.2717,13.0146,13.644252,5.6293,0
56.5000,-0.277213,-0.914509,0.955602,-0.369183,-1.205699,1.260954,94.9599,154.4220,3.0429,600.1234,16.0047,13.641673,5.6261,0
57.0000,-0.278635,-0.909816,0.951526,-0.368336,-1.203220,1.258336,100.8830,153.8618,108.5723,602.2255,15.3211,13.643273,5.6281,0
57.5000,-0.279886,-0.913956,0.955852,-0.369718,-1.206264,1.261651,103.9011,153.6696,56.8940,600.4943,15.2469,13.650852,5.6374,0
58.0000,-0.277436,-0.917577,0.958602,-0.367684,-1.206644,1.261420,94.6440,154.4721,0.0000,598.6911,12.7017,13.643902,5.6288,0
58.5000,-0.277145,-0.913790,0.954893,-0.368236,-1.206344,1.261295,94.7367,154.3936,20.9087,600.1875,16.0131,13.643272,5.6281,0
59.0000,-0.279131,-0.909605,0.951470,-0.368993,-1.202863,1.258187,102.0799,153.7918,110.2617,601.6342,15.4196,13.643434,5.6283,0
59.5000,-0.279417,-0.915062,0.956772,-0.368933,-1.206938,1.262066,101.8308,153.7488,37.4582,600.9436,15.0260,13.649797,5.6361,0
59.9999,-0.277432,-0.917408,0.958439,-0.368103,-1.206210,1.261127,95.5802,154.4902,0.0000,598.5648,12.4509,13.644250,5.6293,0
60.5000,-0.277076,-0.913122,0.954234,-0.367273,-1.206749,1.261401,96.7837,154.3353,44.5876,601.3423,15.4885,13.643599,5.6285,0
61.0000,-0.279622,-0.909531,0.951543,-0.369652,-1.202683,1.258209,102.8303,153.7276,111.1824,600.6353,15.5089,13.644672,5.6298,0
61.5000,-0.278915,-0.916073,0.957592,-0.368155,-1.207460,1.262338,99.5066,153.8513,16.1333,598.9399,14.8686,13.648506,5.6345,0
62.0000,-0.277480,-0.917158,0.958214,-0.368611,-1.205797,1.260881,96.1790,154.4971,0.0000,598.9390,12.3701,13.643840,5.6288,0
62.5000,-0.276988,-0.912587,0.953697,-0.366737,-1.206596,1.261099,98.2250,154.2640,68.1432,600.1852,14.7335,13.642287,5.6268,0
63.0000,-0.280056,-0.909616,0.951752,-0.370255,-1.202709,1.258411,103.2878,153.6778,111.8874,603.0077,15.1737,13.645372,5.6307,0
63.5000,-0.278467,-0.916857,0.958213,-0.367530,-1.207776,1.262459,96.7538,153.9689,0.0000,597.6633,14.7612,13.647616,5.6334,0
64.0000,-0.277548,-0.916847,0.957936,-0.369132,-1.205463,1.260714,96.6393,154.4948,0.0000,598.7674,12.4970,13.642556,5.6272,0
64.5000,-0.276973,-0.912085,0.953212,-0.366496,-1.206169,1.260620,98.8834,154.1898,87.5482,598.5229,14.3267,13.642018,5.6265,0
64.9999,-0.280397,-0.909887,0.952112,-0.370754,-1.202958,1.258796,104.1395,153.6372,112.2971,602.7584,14.8634,13.645928,5.6313,0
65.5000,-0.278104,-0.917392,0.958618,-0.367121,-1.207896,1.262454,94.1895,154.0982,0.0000,599.2778,14.6877,13.646258,5.6318,0
66.0000,-0.277581,-0.916476,0.957591,-0.369591,-1.205226,1.260622,96.7766,154.4854,0.0000,597.4958,12.6148,13.641067,5.6253,0
66.5000,-0.277105,-0.911544,0.952733,-0.366522,-1.205574,1.260058,98.7473,154.1198,97.1940,599.9425,14.2846,13.642058,5.6266,0
67.0000,-0.280600,-0.910392,0.952654,-0.371057,-1.203440,1.259345,104.9569,153.6071,108.0251,601.9967,14.8053,13.647718,5.6336,0
67.5000,-0.277852,-0.917659,0.958802,-0.366963,-1.207841,1.262356,92.8281,154.2167,0.0000,598.4957,15.0947,13.645153,5.6304,0
68.0000,-0.277543,-0.916063,0.957185,-0.369873,-1.205116,1.260600,96.4773,154.4737,0.0000,599.0168,13.3185,13.639621,5.6235,0
68.5000,-0.277393,-0.910995,0.952291,-0.366798,-1.204894,1.259489,98.9276,154.0533,102.4389,601.4866,14.5695,13.641389,5.6257,0
69.0000,-0.280627,-0.911121,0.953358,-0.371070,-1.204099,1.259979,105.3817,153.5945,95.4340,603.2019,15.1175,13.648948,5.6351,0
69.5000,-0.277683,-0.917742,0.958832,-0.367002,-1.207646,1.262181,92.3491,154.3171,0.0000,597.5367,14.4555,13.645003,5.6302,0
70.0000,-0.277436,-0.915582,0.956692,-0.369904,-1.205158,1.260648,96.2005,154.4578,0.0000,599.3304,14.2422,13.638872,5.6226,0
70.5000,-0.277807,-0.910471,0.951911,-0.367280,-1.204187,1.258952,99.5400,153.9818,105.4764,599.4116,14.9945,13.642131,5.6266,0
71.0000,-0.280478,-0.912073,0.954225,-0.370777,-1.204894,1.260653,105.6209,153.6008,81.5524,603.0658,15.5052,13.649483,5.6358,0
71.5000,-0.277559,-0.917726,0.958780,-0.367177,-1.207334,1.261933,92.6441,154.3971,0.0000,598.9315,13.5864,13.644685,5.6298,0
72.0000,-0.277297,-0.914991,0.956086,-0.369613,-1.205393,1.260788,95.5833,154.4375,0.0000,598.6076,15.3002,13.640242,5.6243,0
72.5000,-0.278278,-0.910048,0.951644,-0.367872,-1.203577,1.258542,100.1499,153.9123,107.2512,601.1592,15.2306,13.643451,5.6283,0
73.0000,-0.280178,-0.913144,0.955160,-0.370229,-1.205707,1.261269,105.0590,153.6299,68.9974,600.5799,15.3740,13.650365,5.6368,0
73.5000,-0.277472,-0.917658,0.958690,-0.367440,-1.206950,1.261642,93.7496,154.4492,0.0000,599.1814,12.8785,13.644100,5.6291,0
74.0000,-0.277189,-0.914313,0.955407,-0.368962,-1.205852,1.261036,94.7711,154.4153,7.4739,600.6099,15.9660,13.642217,5.6268,0
74.5000,-0.278773,-0.909744,0.951498,-0.368518,-1.203104,1.258279,101.2186,153.8422,109.0819,602.3038,15.3465,13.643132,5.6279,0
75.0000,-0.279761,-0.914269,0.956114,-0.369505,-1.206464,1.261781,103.3529,153.6890,51.7326,600.7083,15.1871,13.650771,5.6373,0
75.5000,-0.277428,-0.917534,0.958559,-0.367799,-1.206514,1.261329,94.9636,154.4789,0.0000,598.6562,12.6375,13.644005,5.6290,0
76.0000,-0.277130,-0.913579,0.954687,-0.367910,-1.206535,1.261382,95.4411,154.3797,27.6641,600.2090,15.9777,13.643567,5.6284,0
76.5000,-0.279278,-0.909568,0.951478,-0.369188,-1.202790,1.258175,102.3763,153.7718,110.6333,601.0477,15.4643,13.643827,5.6287,0
77.0000,-0.279269,-0.915375,0.957028,-0.368697,-1.207110,1.262161,101.1802,153.7768,31.3118,600.6990,14.9667,13.649322,5.6356,0
77.5000,-0.277441,-0.917343,0.958380,-0.368245,-1.206084,1.261048,95.7868,154.4932,0.0000,598.5002,12.3829,13.644262,5.6293,0
78.0000,-0.277050,-0.912964,0.954076,-0.367089,-1.206747,1.261346,97.2181,154.3164,49.4542,601.3966,15.2446,13.643340,5.6281,0
78.5000,-0.279749,-0.909538,0.951587,-0.369826,-1.202669,1.258247,102.9361,153.7125,111.3342,601.2525,15.4297,13.644883,5.6301,0
79.0000,-0.278784,-0.916315,0.957785,-0.367963,-1.207568,1.262386,98.7929,153.8824,10.2434,598.0933,14.8507,13.648269,5.6342,0
79.5000,-0.277499,-0.917078,0.958143,-0.368757,-1.205696,1.260827,96.3137,154.4974,0.0000,599.1094,12.4216,13.643526,5.6284,0
80.0000,-0.276973,-0.912448,0.953559,-0.366643,-1.206497,1.260977,98.5161,154.2432,74.9776,599.4849,14.5874,13.641973,5.6265,0
80.5000,-0.280170,-0.909676,0.951843,-0.370418,-1.202760,1.258507,103.5066,153.6648,112.1893,603.1918,15.0684,13.645525,5.6308,0
81.0000,-0.278350,-0.917043,0.958356,-0.367384,-1.207831,1.262469,95.9114,154.0065,0.0000,598.1658,14.6876,13.647264,5.6330,0
81.5000,-0.277563,-0.916744,0.957842,-0.369279,-1.205382,1.260679,96.7367,154.4925,0.0000,598.3590,12.5290,13.642102,5.6266,0
82.0000,-0.276994,-0.911930,0.953070,-0.366475,-1.206009,1.260460,98.8885,154.1686,91.1105,598.6155,14.2748,13.642206,5.6267,0
82.5000,-0.280473,-0.910010,0.952251,-0.370869,-1.203076,1.258943,104.4079,153.6270,111.7460,602.5571,14.8077,13.646354,5.6319,0
